"product","sub_product","issue","sub_issue","consumer_complaint_narrative","company_public_response","company","state","tags","consumer_consent_provided","submitted_via","date_sent_to_company","company_response_to_consumer","timely_response","consumer_disputed."
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","MD","Blank","Blank","Postal mail","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting my free annual report","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","OK","Older American","Consent not provided","Web","04","Closed with non-monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","JPMorgan Chase & Co.","NJ","Blank","Blank","Postal mail","03","In progress","Yes","No"
"Credit card","Blank","Late fee","Blank","Blank","Company chooses not to provide a public response","Wells Fargo & Company","MA","Blank","Consent not provided","Web","02","Closed with monetary relief","Yes","No"
"Credit card","Blank","Delinquent account","Blank","Yes","Blank","Synchrony Financial","FL","Blank","Consent provided","Web","01","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","CA","Blank","Blank","Phone","04","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting my free annual report","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","Blank","Blank","Referral","03","Closed with non-monetary relief","Yes","No"
"Bank account or service","Checking account","Making/receiving payments, sending money","Blank","Blank","Blank","JPMorgan Chase & Co.","CT","Blank","Blank","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","GA","Blank","Consent provided","Web","03","Closed with non-monetary relief","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","MD","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
"Credit card","Blank","Billing disputes","Blank","Yes","Company chooses not to provide a public response","Citibank","CA","Older American","Consent provided","Web","02","Closed with monetary relief","Yes","No"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Blank","Company chooses not to provide a public response","Citibank","PA","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","CA","Older American","Consent provided","Web","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Improper use of my credit report","Received marketing offer after opted out","Blank","Blank","Equifax","GA","Blank","Blank","Phone","04","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting my free annual report","Yes","Blank","Equifax","NY","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Citibank","NY","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Credit card","Blank","Privacy","Blank","Blank","Blank","Capital One","IL","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Wells Fargo & Company","NY","Blank","Blank","Referral","03","In progress","Yes","No"
"Credit reporting","Blank","Credit monitoring or identity protection","Problem with fraud alerts","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","TX","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","JPMorgan Chase & Co.","CA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt resulted from identity theft","Blank","Blank","Synchrony Financial","IL","Blank","Consent not provided","Web","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","MI","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Yes","Blank","JPMorgan Chase & Co.","MD","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Public record","Blank","Blank","Equifax","FL","Blank","Blank","Web","04","Closed with explanation","Yes","No"
"Bank account or service","Other bank product/service","Account opening, closing, or management","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","VA","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","Blank","Blank","Postal mail","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","SC","Servicemember","Blank","Web","03","Closed with non-monetary relief","Yes","Yes"
"Credit reporting","Blank","Credit reporting company's investigation","No notice of investigation status/result","Blank","Blank","Experian","IL","Blank","Blank","Web","04","In progress","Yes","No"
"Bank account or service","Other bank product/service","Account opening, closing, or management","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","OR","Older American","Consent provided","Web","04","Closed with explanation","Yes","No"
"Credit card","Blank","Payoff process","Blank","Yes","Company chooses not to provide a public response","Citibank","NJ","Older American","Consent provided","Web","02","Closed with monetary relief","Yes","No"
"Credit card","Blank","APR or interest rate","Blank","Blank","Company chooses not to provide a public response","Citibank","AZ","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","WA","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","No notice of investigation status/result","Yes","Blank","Equifax","NV","Blank","Consent provided","Web","01","Closed with non-monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company chooses not to provide a public response","Bank of America","HI","Older American","Blank","Postal mail","01","Closed with explanation","Yes","No"
"Credit card","Blank","Customer service / Customer relations","Blank","Blank","Blank","Amex","AZ","Blank","Blank","Web","04","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Experian","TX","Blank","Blank","Referral","03","In progress","Yes","No"
"Credit card","Blank","Payoff process","Blank","Yes","Company chooses not to provide a public response","U.S. Bancorp","TX","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Blank","Blank","Company chooses not to provide a public response","Citibank","IL","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit card","Blank","Delinquent account","Blank","Yes","Blank","Synchrony Financial","CT","Blank","Consent provided","Web","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","FL","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Credit card","Blank","Payoff process","Blank","Blank","Blank","Capital One","OH","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Company chooses not to provide a public response","Bank of America","KS","Older American, Servicemember","Blank","Phone","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Experian","MD","Blank","Blank","Referral","03","In progress","Yes","No"
"Credit card","Blank","Advertising and marketing","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Citibank","NJ","Blank","Blank","Referral","03","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Company chooses not to provide a public response","Experian","UT","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Advertising and marketing","Blank","Blank","Company chooses not to provide a public response","Citibank","FL","Blank","Blank","Phone","02","Closed with explanation","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Blank","Blank","Ocwen","CA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Yes","Blank","Ocwen","IL","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Improper use of my credit report","Received marketing offer after opted out","Blank","Blank","Equifax","OH","Blank","Blank","Postal mail","04","Closed with explanation","Yes","No"
"Bank account or service","Other bank product/service","Account opening, closing, or management","Blank","Blank","Blank","JPMorgan Chase & Co.","GA","Blank","Blank","Web","03","Closed with explanation","Yes","Yes"
"Credit card","Blank","Other","Blank","Yes","Company chooses not to provide a public response","Bank of America","CA","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Bank account or service","Other bank product/service","Making/receiving payments, sending money","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","OK","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Using a debit or ATM card","Blank","Blank","Company chooses not to provide a public response","Wells Fargo & Company","MD","Blank","Blank","Postal mail","01","Closed with explanation","No","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","WI","Blank","Consent not provided","Web","04","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","OH","Older American","Consent provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NY","Blank","Blank","Phone","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Blank","Company chooses not to provide a public response","Experian","NY","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Blank","Blank","Equifax","FL","Blank","Blank","Web","03","Closed with explanation","Yes","Yes"
"Credit card","Blank","Closing/Cancelling account","Blank","Yes","Blank","Capital One","TN","Servicemember","Consent provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Blank","Company chooses not to provide a public response","Bank of America","FL","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","TN","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Ocwen","TX","Blank","Blank","Web","04","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","TX","Blank","Consent provided","Web","02","Closed with non-monetary relief","Yes","Yes"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Yes","Blank","Amex","GA","Blank","Consent provided","Web","02","Closed with monetary relief","Yes","No"
"Mortgage","Home equity loan or line of credit","Loan modification,collection,foreclosure","Blank","Blank","Company chooses not to provide a public response","Bank of America","TX","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Debt collection","Credit card","Communication tactics","Frequent or repeated calls","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Citibank","CO","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Blank","Blank","Equifax","NC","Blank","Blank","Web","04","Closed with explanation","Yes","No"
"Credit card","Blank","Late fee","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Citibank","FL","Older American, Servicemember","Blank","Phone","04","Closed with monetary relief","Yes","No"
"Credit card","Blank","Billing disputes","Blank","Blank","Blank","Synchrony Financial","OH","Blank","Blank","Web","03","Closed with explanation","Yes","Yes"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Nationstar Mortgage","FL","Older American, Servicemember","Blank","Postal mail","03","In progress","Yes","No"
"Credit card","Blank","Unsolicited issuance of credit card","Blank","Blank","Blank","Capital One","TX","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Credit card","Blank","Late fee","Blank","Yes","Blank","Synchrony Financial","IL","Blank","Consent provided","Web","02","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","UT","Servicemember","Consent not provided","Web","03","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Credit card","Blank","Closing/Cancelling account","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Citibank","NY","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting report or credit score","Blank","Blank","Equifax","FL","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","MN","Servicemember","Consent provided","Web","04","Closed with non-monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","CA","Blank","Blank","Phone","03","Closed","Yes","Yes"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","JPMorgan Chase & Co.","FL","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Personal information","Blank","Blank","Equifax","NY","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Public record","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","CT","Blank","Consent provided","Web","04","Closed with explanation","Yes","No"
"Credit reporting","Blank","Unable to get credit report/credit score","Problem getting my free annual report","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","OR","Blank","Consent provided","Web","04","Closed with explanation","Yes","No"
"Credit card","Blank","Payoff process","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Synchrony Financial","TX","Blank","Consent not provided","Web","03","Closed with explanation","Yes","No"
"Bank account or service","Other bank product/service","Deposits and withdrawals","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","AZ","Blank","Consent not provided","Web","04","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Yes","Blank","JPMorgan Chase & Co.","LA","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Blank","Equifax","LA","Blank","Blank","Web","04","In progress","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","CA","Blank","Blank","Postal mail","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","OH","Blank","Consent not provided","Web","01","Closed with non-monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Wells Fargo & Company","CA","Blank","Blank","Referral","03","In progress","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","JPMorgan Chase & Co.","FL","Older American","Blank","Phone","02","Closed with explanation","Yes","No"
"Credit card","Blank","Credit determination","Blank","Blank","Blank","Discover","MD","Blank","Blank","Web","03","Closed with explanation","Yes","Yes"
"Bank account or service","Checking account","Account opening, closing, or management","Blank","Yes","Blank","JPMorgan Chase & Co.","OR","Older American","Consent provided","Web","02","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Citibank","PA","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Credit card","Blank","Credit line increase/decrease","Blank","Blank","Blank","JPMorgan Chase & Co.","NY","Blank","Blank","Web","03","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","KY","Blank","Blank","Postal mail","03","Closed with explanation","Yes","Yes"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Ocwen","SC","Blank","Blank","Web","04","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Yes","Company chooses not to provide a public response","Wells Fargo & Company","CA","Blank","Consent provided","Web","02","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","DE","Blank","Blank","Postal mail","02","Closed with non-monetary relief","Yes","No"
"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Blank","Blank","Company chooses not to provide a public response","Bank of America","GA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Equifax","FL","Blank","Blank","Postal mail","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","FL","Blank","Consent not provided","Web","03","Closed with non-monetary relief","Yes","No"
"Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt was paid","Blank","Blank","JPMorgan Chase & Co.","SD","Blank","Blank","Postal mail","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Public record","Blank","Blank","Equifax","TN","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Company chooses not to provide a public response","Experian","GA","Blank","Blank","Postal mail","02","Closed with non-monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","JPMorgan Chase & Co.","CA","Servicemember","Blank","Referral","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Blank","Blank","Equifax","GA","Blank","Blank","Web","04","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NV","Servicemember","Blank","Fax","02","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Yes","Company believes it acted appropriately as authorized by contract or law","Nationstar Mortgage","SC","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","WA","Servicemember","Blank","Referral","02","Closed with explanation","Yes","No"
"Debt collection","Credit card","Communication tactics","Frequent or repeated calls","Blank","Blank","Portfolio Recovery Associates, Inc.","PA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Citibank","MN","Blank","Blank","Web","03","In progress","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","FL","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Blank","Blank","JPMorgan Chase & Co.","GA","Older American","Blank","Web","03","Closed with explanation","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","Amex","NJ","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Prepaid card","General purpose card","Unauthorized transactions/trans. issues","Blank","Yes","Blank","Amex","HI","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Yes","Company chooses not to provide a public response","U.S. Bancorp","WA","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Reinserted previously deleted info","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","CA","Blank","Blank","Postal mail","04","Closed with non-monetary relief","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","Amex","NY","Blank","Blank","Web","04","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Account opening, closing, or management","Blank","Blank","Company chooses not to provide a public response","Bank of America","PA","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Consumer Loan","Installment loan","Managing the loan or lease","Blank","Blank","Blank","Synchrony Financial","KY","Blank","Consent not provided","Web","01","Closed with monetary relief","Yes","No"
"Mortgage","Conventional fixed mortgage","Settlement process and costs","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","CA","Blank","Consent provided","Web","03","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","PA","Blank","Other","Web","04","Closed with explanation","Yes","No"
"Bank account or service","Other bank product/service","Making/receiving payments, sending money","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","FL","Blank","Blank","Postal mail","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Company chooses not to provide a public response","Experian","PA","Older American, Servicemember","Blank","Postal mail","02","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Yes","Company believes it acted appropriately as authorized by contract or law","Ditech Financial LLC","WI","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Making/receiving payments, sending money","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","CA","Blank","Blank","Phone","03","Closed","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Personal information","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","VA","Blank","Consent not provided","Web","04","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","JPMorgan Chase & Co.","NC","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Blank","Equifax","FL","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","IL","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Nationstar Mortgage","NV","Blank","Blank","Web","03","In progress","Yes","No"
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Company chooses not to provide a public response","U.S. Bancorp","OH","Blank","Consent not provided","Web","01","Closed with monetary relief","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Ocwen","FL","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","PNC Bank N.A.","OH","Blank","Blank","Phone","02","Closed with explanation","Yes","Yes"
"Credit card","Blank","Billing disputes","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Synchrony Financial","NJ","Blank","Consent not provided","Web","03","Closed with monetary relief","Yes","No"
"Debt collection","Mortgage","Cont'd attempts collect debt not owed","Debt is not mine","Blank","Company chooses not to provide a public response","Wells Fargo & Company","NY","Older American","Blank","Phone","02","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Ocwen","NM","Blank","Blank","Postal mail","01","Closed with explanation","Yes","No"
"Mortgage","Home equity loan or line of credit","Loan modification,collection,foreclosure","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","NJ","Blank","Blank","Phone","02","Closed with explanation","Yes","No"
"Bank account or service","Savings account","Deposits and withdrawals","Blank","Blank","Blank","PNC Bank N.A.","PA","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Nationstar Mortgage","NJ","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Mortgage","FHA mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Ocwen","TX","Blank","Blank","Phone","02","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Blank","Blank","Equifax","CA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","Home equity loan or line of credit","Loan servicing, payments, escrow account","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","U.S. Bancorp","WA","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Application, originator, mortgage broker","Blank","Blank","Company chooses not to provide a public response","Bank of America","AZ","Blank","Blank","Phone","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit monitoring or identity protection","Problem with fraud alerts","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CA","Blank","Blank","Postal mail","02","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Blank","Yes","Blank","Ocwen","NY","Blank","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Balance transfer","Blank","Blank","Blank","JPMorgan Chase & Co.","MA","Blank","Blank","Phone","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Public record","Blank","Blank","Equifax","CA","Blank","Blank","Postal mail","03","Closed with explanation","Yes","No"
"Credit card","Blank","Billing disputes","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","MI","Blank","Blank","Referral","03","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Company chooses not to provide a public response","Experian","FL","Blank","Consent not provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Billing disputes","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Synchrony Financial","AZ","Blank","Consent not provided","Web","03","Closed with monetary relief","Yes","Yes"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","Ocwen","NY","Blank","Other","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Blank","Equifax","AL","Servicemember","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","IL","Blank","Consent provided","Web","04","Closed with explanation","Yes","Yes"
"Mortgage","Other mortgage","Application, originator, mortgage broker","Blank","Blank","Blank","Capital One","WA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Blank","Blank","Experian","NV","Older American","Blank","Postal mail","04","In progress","Yes","No"
